text,label
맨처음에 좀 우울하다가 이제는 아무렇지 않지만 가끔은 뭐하고 있는지 궁금하네.,2
우리는 뭐가 문제였을까?,1
이해와 배려를 원하는 너와 널 이해하고 배려하지 못한 나.,1
내가 문제였을까?,0
나를 자주 보지 못하는 너가 문제였을까?,1
이별 당시에는 잘 이해가 되지 않았어.,1
사귄지 별로 되지도 않고 나는 많이 보고 싶은데 얘는 내가 보고 싶지 않은가?,1
연락도 잘 되지 않는 너를 기다리며 너에 대한 마음도 점점 식어갔던 것 같아.,0
너는 나를 좋아했을까?,1
내가 너를 좀 더 이해했어야 하는걸까?,1
여러가지 생각이 드네.,1
아마 우리는 서로를 사랑하지 않았나봐.,0
우리가 친구로 만났으면 좋겠었다는 생각이 드네.,2
이제는 연락할 수 있는 사이는 아니지만 잘 지내면 좋겠다.,3
누나를 만난 건 고등학교 입학식이었어.,2
남중을 나와서 그런지 괜한 환상을 가지고 입학한 나에겐 누나는 환상 그 자체였어.,4
학생회 옷을 입고 신입생들을 지도하는 모습이 얼마나 멋졌는지 몰라.,4
"아니, 사실 누나가 너무 예뻤어.",4
"그렇게 한참을 쳐다보다 기껏 용기내 한다는 말이 ""저기..",1
"결혼했어요?"" 였고 누나도 나도 당황해 서로 한참을 웃었어.",3
그 웃는 모습이 너무 예뻐서였을까.,4
나는 매일 누나를 웃게 해주고 싶었고 누나의 세계 속에 내가 감히 뛰어들고 싶었어.,4
친해지고 싶다는 핑계로 난 누나의 번호를 가지게 됐고 꽃샘추위가 잦아들 무렵 누나에게 고백을 했어.,3
누난 보란 듯이 날 차버렸고 난 오히려 더 집념이 생겼지.,1
쉬는 시간마다 누나 반에 가 귀찮게 하고 공부를 하다 잠이 들면 담요를 덮어주고 야자 시간엔 누나를 따라 공부하다 중간고사를 잘 보기도 했어.,3
누나네 반에서도 난 꽤 유명 인사였나 봐.,3
누나 친구들이 누나가 좋아하는 걸 알려주시곤 했으니.,3
그리고 한 여름밤 누나가 야자 끝나고 나보고 같이 걷자 했어.,3
"누나는 집중이 하나도 안됐다면서 투덜거렸고 그 모습을 귀여워하던 참에 나에게 말했어 ""나랑 연애하면 힘들 수도 있어 네가 생각하는 연애와는 달라 데이트도 잘.."" 나는 말을 끊고 바로 대답했지 괜찮다고 나도 같이 공부 열심히 하겠다고 누나는 그럼 연애하자면서 고백은 네가 한 거라고 툴툴댔어.",2
그 모습이 얼마나 사랑스럽던지.,4
나는 매일같이 누나 집 앞 도서관으로 갔고 공부하는 도중 누나가 슬며시 잡아주는 손 그리고 잠깐 나가서 밥을 먹고 오는 그 하루하루가 나에겐 너무 소중하고 행복한 시간들이었어.,4
"뜨거운 여름밤우리는 벤치에 앉아 아이스크림을 먹고있었고 누나는 내게 물었어 ""너는 커서 뭐가 될 거야?""",2
"난 의사 돼서 해외로 어려운 사람들 도와주면서 살 건데 따라다닐 수 있겠어?""라고 되물었고 그럼 난 간호사가 되겠다고 했어.",2
누나는 너에게 공부와 사랑을 동시에 알려주었어.,3
누나가 고3이 되던 해에 누나는 더욱더 공부를 열심히 했고 나는 누나를 챙겨주면서 우린 누가 보기에도 아름답고 적절한 사랑을 했어.,4
"데이트 한번 제대로 못했지만 나는 시간 내서 틈틈이 누나 보러 가고 누나도 날 보러 오는 그 순간순간들이 너무 행복했어, 그리고 수능 전날 내가 누나를 껴안아주면서 말했어.",4
"""누나 풀다가 화나면 바로 뛰어나와 나랑 피시방 가자""",2
누나는 웃으면서 알겠다며 고개를 끄덕였고 당연히 누나는 생애 최고의 점수를 맞고 원하는 학교에 입학했어.,4
그러고선 이제 난 죽었다며 특훈 들어간다던 누나가 너무 사랑스러웠지 학교 공부도 열심히 하면서 날 보러 와주고 특훈 핑계 대면서 우리 집 앞까지 와 뽀뽀 한번 해주고 공부하러 들어가라던 누나의 뒷모습에 나는 너무 설레서 집중이 안 됐고 우리는 우리의 꿈과 미래를 그려나갔어.,4
그리고 절대 잊지 못할 겨울이 오기 시작했고 수능전날 누나는 우리 집 앞에 와 날 안아주며 말했어.,2
"""나는 이 포옹이 그때 그렇게 도움이 되더라 내 모든 걸 너한테 줄게 잘 보고 와 사랑해"" 라는 말을 남기고 갔어.",4
나는 수능을 잘 봤고 누나에게 자랑하려고 가려는 순간 누나 친구에게 전화 오더라.,4
누나는 정말 모든 걸 내게 주고 갔어.,4
사고가 났다는 소식을 듣고 나는 장난인 줄 알고 그런 장난치지 말라면서 웃으며 끊었고 난 집에 갔어 그러고 잠을 잤어 핸드폰을 꺼 놓은 채 깨어나기 싫다는 생각을 했어 말도 안 되는 상황이었어 당연히 그럴 리 없었어.,1
잠을 못 자고 그날 밤 핸드폰을 켰다가 다시 껐어.,1
그리고 한참을 울다가 지쳐 잠이 들었고 밥도 제대로 못 먹었어 누나 미안해 나 누나 장례식에도 안 갔어 갈 수가 없더라 이유는 모르겠어 그냥 가기 싫었어.,0
내가 거길 왜 가야 돼 나 돌아버리겠어 학교도 바로 휴학하고 죄책감에 시달려서 하루하루 눈물로 보내는 중이야 내가 오지 말라고 해야 했어 아니 그때 가지 말았어야 했어,0
아니다 내가 이 고등학교에 입학한 잘못이야 누나 너무 미안해 누나가 좋아하는 아이스크림 누나가 좋아하는 단어들 모든 걸 보면 누나가 생각날 것 같아 나 앞으로 어떻게 해야 할지 모르겠어 누나 너무 보고 싶어.,0
조금만 기다려.,1
누나 너무 사랑해.,4
요즘 본인의 최대 관심사다,2
공통점은 본질을 보려거든 눈을 감으라는 것이다,2
어쩌면 신(God)도 시각적인 것에 의존하는 것이 아닌 감각으로 느껴야 하는 것은 아닐까 문득 궁금해진다,2
신에 대한 종교로서의 '믿음'이라면 어떤 방법이든 그건 본인 선택하기 나름(또는 종교적 관점에서 보면 신의 뜻일지도 모르겠네요.,2
일년만에 네 사진을 꺼내 봤다.,2
"작은 키, 들창코, 통통한 허벅지, 튀어나온 광대, 칙칙한 피부, 얇은 입술, 삐져나온 앞니, 팔에는 수북한 털까지..........",0
"예전엔 아침 눈꼽마저 아름다웠었는데, 이제 보니 넌 예쁘지 않다.",0
근데도 아직 네 모습이 애틋하고 사랑스러운건,4
"귓가에 남아있는 네 애교때문일까, 아니면 내 품에 파고들었을때의 포근함 때문일까",4
네 외모를 잊는데 일년이 걸렸다.,1
네가 나에게 준 사랑은 아직 남아있다.,4
내년엔 널 완전히 지울수 있을까,1
이제는 네가 보고싶지 않지만 왜 이렇게 그리운지.,1
다이어트 하시는분들!,2
제가 꿀팁알려드릴까요?,2
하하하.,4
"본인이 드라마 속 아쉽게 여주와의 사랑에 실패한 서브남주인줄 아나본데, 그냥 지나가는 행인1일 뿐이니까 제발 착각하지 말길.",1
벌써 12월 연말이네요.,2
대숲은 올 한 해 잘 지냈나요?,3
돌이켜보건대 전 올해 대부분을 동아리 임원으로 채운 것 같아요.,2
그런데 잘했다는 생각 대신 이런 걸 맡지 않았더라면 훨씬 좋았으리라는 생각밖에 들지 않아요.,1
"웃긴 건 작년 이 때 무렵 대숲에서 임원진들 하소연을 보면서도 내가 속한 이 집단은 다르겠지, 괜찮은 사람들이니 일도 괜찮겠지 하는 믿음이 있었다는 거예요.",1
그래서 등 떠밀려 맡은 것도 아니고 제가 나서서 자리를 맡았던 거고요.,1
"대숲, 사람이 나이를 먹고 성장해 가면서 여러 의미로 다양한 사람들을 만나게 되고, 또 그러한 사람 공부는 평생토록 해도 모자라다는 가르침은 많이 들었지만요, 1년도 채 안 되는 기간만에 제가 좋게 보고 아끼던 사람들에게 이렇게 실망하게 될 줄은 몰랐어요.",0
"대숲 저는요, 부끄러운 얘기지만 그래도 기존 활동들 유지하면서 연합체 가입같은 새로운 일들도 나름대로 열심히 진행했고, 부정한 일 없이 떳떳하게 운영했다고 생각해요.",3
"물론 제가 놓치고 실수한 일들이 많다는 것도 알고, 그런 것들을 지적하는 건 당연한 일이고 또 동아리에 애정을 보여주시는 감사한 일이라는 것도 알고 있어요.",3
참 웃긴 점은 말로는 감사한 일이라고 하지만 말 한 마디들이 너무 야속하고 서운한 순간들이 많았어요.,1
"그래도 나름 열심히 했는데, 총회 결정사항과 회원들 투표 따라서 진행한 일들인데 저는 누군가에게는 생각없고 얼빠진 놈이고 동아리에 대한 열정이 부족하고 지금껏 일궈놓은 것들을 망치는 존재였나봐요.",1
"냉정히 말해 동아리라는게 돈이 되는 일도 아니고, 경력이 되는 것도 아니고 그렇다고 권력을 쥐는 자리도 아니고 정말 그 공동체에 대한 애정으로 하는 일이잖아요.",1
"그런데 저렇게 욕먹는 일이 계속 생기고, 한두명씩 펑크내서 행사 꼬이고, 회원들간의 분쟁이 계속 임원진에게 들리는 등의 일을 겪다 보니 어느 순간 그 애정이 조금도 남아있지 않는 것 있죠.",1
"자리에 따르는 책임이 있고, 또 제가 한때 애정했던 공동체에 대한 마지막 예의로써 저는 남은 34일은 그럼에도 군말없이 맡은 사업을 진행하고 인수인계를 마치겠지만 해가 바뀌는 순간 아무런 미련 없이 이곳을 조용히 떠나려 해요.",1
"학과, 학회, 동아리를 막론하고 오늘도 고생하신 임원진 여러분 모두 힘내세요",3
"저의 마음을 솔직하게 이야기하고 당신과의 교제가 하고싶다고, 그게 너무 기대된다고 말했죠.",3
물론 상대의 생각과 기분을 충분히 이해하고 고백했습니다.,3
나만 좋아하는 사랑은 사랑이 아니라 이기적인거니까요,1
보통 성숙한 이별은 어떻게 하는건가요???,2
여자친구랑 이렇게 오래 갈줄을 몰랐는데 생각보다 성격이 잘맞아서인지 무던하게 오래만나왔어요,3
그래서 지금까지 20대의 시간을 모두 그녀와 함께 보냈는데....사실 여자친구가 싫어진건 절대아니지만 정말 다른 사람을 만나보고 싶거든요,2
새로운 경험도 해보고 싶고,3
계속 이런 생각이 드니까 너무 좋은 사람인 여자친구한테도 미안하고 저보다 더 좋은 남자 만나는게 낫겠다는 생각도 들어요,1
그래서 어떻게 이별해야할지 잠도 못이루면서 고민하는데도 답이 안나오네요,0
보통 이런경우 마음이 식었다고 통보하고 헤어지는게 일반적인가요???,1
여자친구랑 오래사귀다보니 군대도 기다려주고 이것저것 해준것도 많고 신의도 쌓인관계인데 이렇게 일방적으로 이별을 통보하는게 예의가 아닌거같고....,1
또 다른 사람들 연애담 들어봐도 그런 남자들은 쓰레기에 인과응보 당해야하는 사람 취급당하는거같고.....,0
좋게 끝낼 수 있는 방법이 있을까요?,2
어른들의 성숙한 이별은 어떤 이별일까요,2
사랑이란게 영원한것은 아니지만 책임감은 필수적으로 갖춰야 하는겁니다.,2
님만 오랜 시간을 상대방에게 투자했나요?,1
상대방도 마찬가지입니다.,2
님이 그딴생각을 하는걸 보니 그 사람이 당신에게 너무 잘해줬나보네요.,1
배가 부른겁니다.,1
20대를 함께했으면 군시절도 기다려준것 같은데 그게 그리 쉬울까요?,1
약 2년이라는 기간동안 한사람을 위해서 기다리는게 쉬워보여요?,0
그리고 그렇게 기다릴게 말하는 사람들은 많지만 실제로 기다려주는 사람은 많지 않아요.,1
그 사람을 보통 사랑해서는 가다려주지 않는다고요.,0
사랑이 그리도 쉽고 가벼운건가요?,0
사귀다가 질리면 갈아타고.,0
사랑이 무슨 지하철이에요?,0
댓글들이 왜 당신을 혼내는지 알아요?,0
이유는 간단해요.,2
혼나야 마땅한 글을 대숲에 올렸기 때문이죠.,0
본인도 아시죠?,0
쓰레기 취급당하고 인과응보 당해야할 사람처럼 보인다고 하는걸 보면 본인도 알면서도 이런 글을 올리고 있네요.,0
당장 헤어지세요.,0
그 여자분 빨리 보내드리고 좋은 인연 만나서 행복하게 해주세요.,1
간만에 혈압이 수직 왕복운동을 하네요.,2
"있을땐 몰랐네, 공기가 소중한줄은",2
"있을땐 몰랐네, 내 옆에 있던 그사람",2
내 옆에 없기에 더 소중한 그 사람,3
친구야 넌 끝까지 뻔뻔하게 거짓말하는구나.,0
너는 끝까지 거짓말하면 다 속아 넘어갈 줄 알았지?,0
사람들은 그렇게 바보가 아니야.,1
속아 넘어가는 소수가 있겠지만 네가 거짓말한다고 생각하는 사람이 더 많단다.,1
진실을 털어놓고 사과할 수 있는 환경이 주워졌음에도 불구하고 끝까지 거짓말하는 넌 정말 쓰레기야.,0
"너의 그 네가 사람들 위에 있다는 그 선민의식, 네가 하는 말이 다 맞다는 그 허영심 가득한 태도 다 극도로 혐오해.",0
네가 불안했으면 좋겠어.,0
혹시 이 거짓말이 들통나지는 않을까 계속 불안해하며 지냈으면 좋겠어.,0
"넌 사람들한테 미움 받는걸 싫어하지만 미안, 이미 너의 거짓말 때문에 사람들은 널 싫어한단다.",0
왜 언니는 항상 마지막 카톡을 안읽씹해?,0
아무리 마무리하는 카톡이라고해도....,1
나 1없어졌나 남아있나 하루에 최소 3번은 확인한단말이야 언니를 사랑하는 사람이니까.,3
1이 내 눈에 보일 때 마다 그냥 누가 명치를 강하게 내려박은 것처럼 아파.,0
진짜 아파.,0
내 친구들한테 언니상담할 때 내 연락 귀찮아하는 것 같아서 많이 안한다고 하면 그건 만났을 때만 눈 꼭감고 잘해주는 거래.,1
"내가 아니었어도, 어느 누구에게도 언니는 잘해줬을거래.",1
근데 난 안 읽는다고 계속 보내면 언니가 차단할까봐 그리고 우리 중요한 시기잖아.,1
하 지금도 머리가 멍하고 명치쪽이 아프다.,0
눈물도 나고.,0
언제일지 모르겠지만 언니한테 곧 만나자고 했잖아.,0
언니한테 고백하려해.,3
그게 마지막이 되지 않았으면 좋겠어.,1
최대한 진심을 전할게.,3
우리 공부는 방해 안되게 할 자신 있어 그래야하고.,2
여기만 안 들어오시면 그런 쓸데없는 소리 안 들으셔도 될겁니다.,1
이별은 이해하는게 아니라 그냥 받아들여야 한다는 걸 왜 나는 이제야 알았을까,1
"이런 글 쓰는거 정말 안좋아하는데 애기처럼 힘든 티를 좀 많이 냈었더니, 최근 여러가지 일들로 저를 걱정해주시는 분들이 너무 많아 이렇게 글을 써봅니다.",3
지난번에 행복한 일로 찾아오기로 했었는데 말이에요!,3
최근에 저 역시 극단적인 생각을 많이 했습니다.,0
가장 믿었던 이에게 느낀 배신감과 분노는 가장 행복했던 순간을 가장 끔찍한 기억으로 만들었고 적반하장으로 돌려받은 모욕적인 말들은 하루하루 제자신을 괴롭혔습니다.,0
"내가 죽어버리면 죄책감을 느낄까, 사람들은 뭐라고 생각할까, 수백번 생각했습니다.",0
"그러다 문득, 죽는 순간까지 다른 사람들을 생각하고 있는 제 자신을 보며 제 인생에 제 자신이 없었음을 깨달았고, 이제는 제 자신을 위한 삶을 살아야겠다고 다짐했습니다.",0
"몇 달간의 고통에서 느낀 것은 그래봤자 사람들은 잊고 잘 살 거고, 사람들과 이 사회에 죄책감을 기대해봐야 내 인생이 더 비참해진다는 것입니다.",0
그냥 내가 더 잘 사는 것이 최선의 방법이었습니다.,3
버텨내서 보란듯이 잘살아야합니다.,3
"나를 위해서도, 주변 사람들을 위해서도.",3
암흑 속을 조금 만 더 견디면 분명 내게도 기회와 행복이 찾아올 거라고 믿습니다.,4
"누군가가 힘들어하고 있다면, 그사람에게 행복이 찾아오기를 진심으로 기도해주세요.",4
"어떠한 말도 위로가 되지 않고 힘내란 말조차 버거운 그들이, 우리들이, 자기 자신을 갉아먹지 않도록 해주세요.",3
당신들도 너무너무 소중하고 사랑받는 존재라는 것을 알려주세요.,4
주변에 저뿐만 아니라 삶에 고통받고 있는 친구들을 많이 보았습니다.,0
마음이 아픕니다.,0
더이상은 이런 일이 일어나지 않았으면 좋겠습니다.,0
누군가가 간절히 바라던 '행복할 가능성이 있는 하루'를 우리가 살고 있음을 알았으면 좋겠습니다.,3
그리고 정말 힘들면 누군가에게 기대는 것도 정말 좋은 방법입니다.,3
"사실 제가 아직 완벽하진 않아서, 제 사고과정이 정상적인 생각인지는 확실하지 않습니다.",2
틀린 생각들 많이 고쳐주세요.,2
그래도 이전보다는 많이 좋아졌다고 생각해도 되려나요.,3
걱정해주셔서 감사하고 죄송합니다.,4
아무튼 저는 이렇게나 사랑받고 있는 걸 느끼고 감사함에 보답하기위해서라도 멋지게 살아갈거예요 지켜봐주세요 ?? 잘자라는 말이 더이상 슬퍼지지 않았으면 좋겠어요,4
처음부터 모든게 완벽한 사람은 없어요.,1
누구든지 방황하는 시기가 있으며 그 시기를 극복하는게 중요하죠?? 제가보기엔 글쓴이님은 잘 이겨내고있어요!,3
앞으로의 인생이 순탄할거라는 보장은 없지만 분명 이겨내시리라 믿고 응원합니다!,4
힘을내요 슈퍼파워,4
"3년 전 너를 만났을 때부터, 너를 못 본 2년동안에도, 졸업을 앞둔 지금도",2
너를 많이 좋아해,4
너가 너무 보고싶다.,4
여행을 왔는데 너와같이 왔다면 어땟을까라는 생각이 먼저든다.왜 헤어진게 실감이 나지 않을까.,1
넌 공황장애를 가져 힘들다하고 난 그때에는 이해할수없었지만 이제 난 불안장애와 우울증을 가지게 되었다.,0
어떻게하면 널 잊을수있을까.,1
너에게 연락하고 목소리를 듣고싶지만 너도 힘들까봐 할수없다.,0
우리의 마지막 통화에는 서로 사랑한다고 고마웠다하고 끊었지만 난 사랑하는데 왜 헤어져야하는지 모르겠다.,1
난 다음주 목요일이면 다시 아프리카로 떠난다.,2
그곳에서 전처럼 살수있을지 모르겠다.,1
너가 많이 보고싶고 많이 사랑한다,4
이제 그냥 정을 사란에게 안 줘야겠다.,1
"사람마다 다르지라고 이해하고 넘어 가기에는 그간 너가 나에게 해온 말들이 전부 다 거짓말이었던 것이기에, 너는 나를 친구로 생각한적이 한 번도 없고 그냥 웬만한 해달란거 다 해주니깐 나를 친구라 생각 해온 것임을 알게 되었기에.",0
그러나 여전히 나는 정이 많은지 너가 친구였다고 생각한다.,2
너는 나를 어떻게 생각했든 너 같은 사람 때문에 내가 가졌던 감정마저 부정하는 어리석은 일은 하기 싫기 때문이다.,1
"모두가 너 같진 않겠지만, 이게 옳지 않은 것도 알지만 더 이상 사람에게 정을 줘서는 안 되겠다.",0
훌훌 털어버리고 좋은 친구 만나서 행복해요,4
"뭔지 아냐 난 좋다고 도와주고 이것저것 해줬는데 돌아보니까 나만 그랬던거야, 더 웃긴건 그 사람도 날 친하다고 생각하는데 내가 나만 해주는걸 깨달아서 내가 거리두면 갑자기 왜그러냐면서 오히려 화내거나 나한테 뭐라하는거",0
괜찮을 줄 알았는데 괜찮지만은 않네,1
신경쓰여,0
웃음이 난다.,4
곰곰히 생각해도 어이가 없다,0
나 어떻게 이따구로 인생을 살았지?,0
깨닫는게 늦어도 너무 늦었다.,0
자꾸 눈물이 난다.,0
나의 삶은 '순응'이라고 요약할 수 있다.,2
유치원 보육교사한테 자주 맞았다.,0
맞지 않으려면 울지 않는 법을 알아야했다.,0
초등학교에선 왕따였다.,0
"교과서는 찢겨져있기 일쑤이며, 담임은 학생에게 어항 속 물고기를 먹이는 또라이였다.",0
나는 아예 도움을 청한다는 생각을 못했다.,0
왕따가 잘못된 건지도 나중에 알았다.,0
"고학년이 되어 새로운 왕따가 생겼고, 나에게 반응이 없자 관심이 시들해졌다.",0
왜 내가 아직 살아있는지 모르겠는 기억이다.,0
언제부터인가 학원도 다니기 시작했다.,2
학원 숙제는 한번도 해 간 적이 없었다.,1
그래도 진도는 나간다.,2
중학생이 된 나는 대화하는 법을 몰랐다.,0
"배운 것을 안 잊어버리는 재주는 있었느나, 나는 대화를 배운 적이 없었다.",0
내가 자신있게 말할 수 있는 것은 '네' 뿐이었다.,1
내가 뭘 하고 싶은지 궁금해해본적도 없었다.,0
10년후의 미래를 그리라는데 두 시간 동안이나 고민해도 뭘 그려야 할지 전혀 알 수 없었다.,0
그래도 문제가 생기진 않았다.,0
감점은 큰 문제가 아니었으니까.,0
가르쳐준대로 했다.,2
하라면 했다.,2
하지 말라면 안 했다.,2
"주입식 교육의 효과로 성적이 상위권이 되었는데, 별 감흥이 없었다.",1
"평균 40점이었던 시험성적이 90대 후반으로 뛰어올랐는데, 막상 몰려오는 희열같은건 없었다.",1
이 성적에 기뻐한 건 부모님뿐이었다.,0
그 이후로 갑자기 나에게 말 거는 학우들이 많아졌다.,3
그러나 대화는 언제나 질문뿐이다.,0
나는 거절하는게 질문에 답하는 것보다 어려웠다.,0
"거절하는 방법을 알아내는 것보다, 질문에 대답하는 편이 훨씬 빠르고 쉬웠다.",2
고등학생이 되니 다시 아무도 나에게 말을 걸지 않았다.,0
첫 모의고사를 본 뒤로는 전교생이 내 이름을 알았다.,2
이제서야 다가오는 애들에게 내가 친근하게 굴어야할 이유가 있었을까?,1
그러나 그때까지도 나는 거절하는 법을 못 배웠다.,0
차라리 다행이라면 다행이다.,3
아직까지 연락하는 친구들은 이 때 사귀었다.,3
그러나 아직도 대화는 난코스다.,0
"교장, 교감도 날 주목했다.",2
"나는 그 즈음부터 나와 상관 있는 이야기와 나와 상관 없는 이야기 정도는 구분할 수 있었는데, 모두 나와 상관 없는 이야기만 했다.",0
"학교 명예는 잘 모르겠고, 추천서 같은거 써줘서 자소서 넣은 수시에서 1차가 붙긴 했는데 면접에서 떨어졌다.",0
"수능이 주변이 기대한 것에 훨씬 못미치게 나왔는데, 난 그냥 아무데나 넣으려 했다.",1
"사실 무슨 대학에 무슨과가 있는지도 몰랐고, 알아본적도 없었다.",0
서연고가 제일 상위인것만 알지 나머지는 기억도 못했다.,1
서연고라고 해서 잘 알지도 않았다.,1
"이름만 알았고, 커트라인이 몇 등급인지, 무슨 전형이 있는지 전혀 몰랐다.",0
근데 모두가 나보고 재수하란다.,1
"친구도 하라 하고, 선생님도 하라한다.",2
부모님도 하라한다.,2
"다들 거기에 덧붙이는 말이, 아깝단다.",1
뭐가 아까운지는 아직도 모른다.,1
나는 생각이 없었다.,0
"도형을 머리 속에서 돌릴 줄은 알지만, 세상이 어떻게 돌아가는 줄은 몰랐다.",0
잘하는 것은 있는데 하고 싶은 것은 없었다.,0
주관식의 정답란은 비운 적이 없는데 책 한 구석의 의견란은 채워본 적이 없다.,2
"나에게 재수하지 않겠다고 모두를 설득할 재주도 없었고, 내 선택을 그대로 밀고 가는 의지도 없었다.",0
재수학원에 등록했다.,2
"재수학원에서 만난 인간들은 모두 내가 이해 못할 사람들이었고, 나를 이해할 사람도 아니었다.",0
"모두 성적으로는 나름 한가닥 하던 인간들이었고, 여기 어떤 사람이 모이는지 잘 알고 있었기 때문에 쉬는 시간이 되어도 학원 전체가 조용했다.",2
나는 그 곳이 매우 편했다.,4
아무도 대화하지 않는다.,0
질문이 없으니 거절도 없었다.,0
왕따생활이 사실은 그리웠는지도 모르겠다.,2
나는 삭막한 침묵이 매우 반가웠다.,3
"자본주의 사회에서, 주입식 교육의 정점인 수능으로 장사를 하는 학원이 살아남는 방법은, 돈값만큼 주입해주는 것이다.",2
나는 사실 돈으로 공부할 시간을 샀다고 생각한다.,2
나는 이해할 필요가 없다.,0
그야말로 물만난 물고기다.,2
"연세대에 합격할 수 있었다.서울대에 못 간 것은, 순전히 실력이 모자랐기 때문이었다.",1
그러나 대학생활은 너무 어려웠다.,0
나는 술이 너무 싫었다.,0
마시고 난 뒤 싫어진게 아니라 원래 혐오했다.,0
"술이 너무 싫어서, 술자리는 모두 피했다.",0
"배려할 줄도 모르고, 대화를 유쾌하게 이끌어갈 줄도 모른다.",0
결과는 뻔하지 않은가?,1
입대했는데 그 몇 명의 친구말고는 편지가 없고 전역했는데 전역빵도 없고 전역모도 없다.,0
부조리는 안했으나 특별히 잡지도 않았다.,2
특별히 챙기지도 않았다.,1
왜 중대장이 나에게 분대장을 안줬는지 알 것 같다.,2
무관심으로 점철된 군생활은 무관심만 남았다.,1
집으로 돌아오는 고속버스에서 한참을 생각하다 깨달았다.,2
와 인생 X나 개같이 살았네,0
나는 인생을 얼마나 손해본거냐?,0
그런데 나는 왜 어린왕자가 번뜩 떠올랐을까?,2
그것 때문인지도 모르겠다.,2
사실 나는 글이 너무 쓰고 싶다.,2
작가가 되고 싶다.,2
주변에서 하지말라고 만류해도 하고 싶었다.,1
직업이 아니어도 괜찮아.,3
나는 글이 쓰고 싶다.,2
"마치 어린 왕자처럼, 한 번 읽어도 영원히 잊히지 않는 이야기를 쓰고 싶다.",2
"50살이 넘어서 완성해도 좋고, 80살이 넘어서 완성해도 좋다.",3
평생 단 한 편의 글만 쓸 수 있대도 상관없어.,3
처음부터 배워야 한대도 상관없다.,2
나는 영원히 남을 글을 쓰고 싶다.,2
나에겐 처음으로 꿈이 생겼다.,4
유명 여자 연예인이 스스로 목숨을 끊었다.,0
정말 안타깝고 슬펐다.,0
그런데 그런 안타까운 일을 이용해서 자기 잇속을 챙기려는 무리들이 있다.,0
마치 그 분이 세상을 떠나신 것이 여자이기 때문이다라면서 남여 갈등을 유도하며 마치 이 세상이 여자만 살기 힘들다는 식으로 표현하고 있다.,0
하지만 자살 통계를 보면 전 연령에서 남자가 여자보다 많이 스스로 목숨을 끊고 있다.,0
10만명당 자살하는 비율을 보면 남성이 여성의 2.4배이다.,1
이러한 실존하는 데이터는 애써 무시한채 단지 유명 여성이 자살했다는 이유만으로 여성이 살기 힘든 세상이라는 프레임을 열심히 씌우고 있다.,0
사람이 죽었는데 그걸 이용해서 자기 잇속을 채우려고 하다니 정말 저런 사람과 같은 사람이라는 것이 부끄러울 지경이다.....,0
다 같이 애도하는 시간을 좀 가졌으면 좋겠다.....,0
정말 마음이 찢어지는 듯 하다.....,0
구하라가 이 사단이 난 이유가 뭘까요?,2
가장 큰 원인은 가해자가 떳떳하게 살아가는 현실.,1
구하라가 첫 자살시도를 했던 '5월'을 들여다보면 답나오죠.,1
가해자인 최종범은 당당하게 세상을 살아가는데 피해자 구하라는 연예인으로 재기도 못하고 있었죠.,1
결국 연예인 생활 끝나게 해주겠다던 최종범의 협박대로 되어버렸죠...그리고 또 하나가 동영상.,1
"구하라는 연예인 인생, 여자로서의 삶을 걱정하며 유포하지 말아달라고 최종범앞에 무릎까지 꿇고 빌었었습니다..처벌을 위해 수치와 괴로움을 견디며 재판부에 동영상을 넘긴건데 그부분이 무혐의 나버렸죠.이것도 적지않게 충격 이였을 겁니다.",1
재판부 책임도 크고요...'사이버성범죄 피해자의 90%가 여성이고 가해자의 다수가 남성'입니다.,1
"리벤지 포르노가 인터넷이나 지인, 주변인들한테 퍼진 여자들중 많은 수가 자살을 생각하고 몇은 실제로 자살합니다.",0
심지어 그런 동영상조차 '유작'이라는 말이 붙은채 남자들 사이에서 계속 공유되죠.,1
검색키워드에 랭크될 정도로 구하라 동영상을 찾아대는 사람들을을 보며 구하라는 두렵지 않았을까요?,1
실제로 구하라는 정준영사건이 터졌을때 '본인이 직접 취재 기사한테 연락해서 도움'을 주었었습니다.,3
"최종범으로부터 동영상 유포 협박을 받았던 한 여성으로서 구하라는 남성들 사이에서 촬영물이 공유되는 상황, 남자가 그걸 소지하고 있는 상황에서 피해 여성들의 두려움과 공포를 이해하기에 적극적으로 연대했던 겁니다.",1
"'가해자한테 무릎까지 꿇으며 싹싹 빌었고, 초반엔 동영상 얘기가 퍼질게 두려워 사건 그냥 덮으려고 했고, 얘기가 다 퍼진 후에는 다른 피해여성들이라도 도우려 애썼고' 그건 그만큼 구하라가 동영상으로인해 많은 고통을 받았었다는걸 보여줍니다.",0
"이 모든 상황을 가능케 한건 결국 정준영, 소라넷, 웹하드 카르텔로 대표되는 남성들 사이의 불법 몰카와 리벤지 포르노, 상대의 동의없이 촬영물을 공유하는 문화죠.",1
그저 남녀의 자살율을 비교하는건 황당한 일이죠.,0
남자들의 자살율이 더 높은 이유가 여성때문이였던가요?,1
이런 생각을 퍼질러 놓을 수 있단게 마음이 찢어진다,0
시간은 속절없이 흐른다.,1
우리가 함께한 날보다 떨어진 날이 조금 더 길어졌다.,1
함께한 시간은 짦았는데 너의 존재가 참 오래도록 기억에 머문다.,3
웃긴 건 이제 니 얼굴도 목소리도 희미하다.,1
